file date,timestamp
1943-08-01 00:00:00,2025-05-29 17:58:55
1947-02-21 00:00:00,2025-05-29 17:59:26
1957-10-27 00:00:00,2025-05-29 18:00:12
1950-09-15 00:00:00,2025-05-29 18:00:20
1940-01-12 00:00:00,2025-05-29 18:00:54
1954-04-07 00:00:00,2025-05-29 18:02:05
1943-08-02 00:00:00,2025-05-29 18:02:21
1947-02-22 00:00:00,2025-05-29 18:02:49
1957-10-28 00:00:00,2025-05-29 18:03:07
1950-09-16 00:00:00,2025-05-29 18:04:08
1940-01-13 00:00:00,2025-05-29 18:05:30
1954-04-08 00:00:00,2025-05-29 18:05:59
1943-08-03 00:00:00,2025-05-29 18:06:14
1947-02-23 00:00:00,2025-05-29 18:06:27
1957-10-29 00:00:00,2025-05-29 18:06:54
1950-09-17 00:00:00,2025-05-29 18:09:36
1940-01-14 00:00:00,2025-05-29 18:09:49
1943-08-04 00:00:00,2025-05-29 18:11:34
1954-04-09 00:00:00,2025-05-29 18:13:41
1957-10-30 00:00:00,2025-05-29 18:15:14
1950-09-18 00:00:00,2025-05-29 18:15:48
1947-02-24 00:00:00,2025-05-29 18:16:07
1940-01-15 00:00:00,2025-05-29 18:16:20
1943-08-05 00:00:00,2025-05-29 18:16:20
1954-04-10 00:00:00,2025-05-29 18:17:09
1957-10-31 00:00:00,2025-05-29 18:17:38
1950-09-19 00:00:00,2025-05-29 18:18:10
1947-02-25 00:00:00,2025-05-29 18:18:44
1940-01-16 00:00:00,2025-05-29 18:19:15
1943-08-06 00:00:00,2025-05-29 18:20:08
1954-04-11 00:00:00,2025-05-29 18:20:56
1957-11-01 00:00:00,2025-05-29 18:21:25
1950-09-20 00:00:00,2025-05-29 18:22:12
1940-01-17 00:00:00,2025-05-29 18:23:40
1947-02-26 00:00:00,2025-05-29 18:23:41
1943-08-07 00:00:00,2025-05-29 18:24:26
1954-04-12 00:00:00,2025-05-29 18:25:08
1950-09-21 00:00:00,2025-05-29 18:25:35
1957-11-02 00:00:00,2025-05-29 18:25:45
1940-01-18 00:00:00,2025-05-29 18:26:27
1947-02-27 00:00:00,2025-05-29 18:26:41
1943-08-08 00:00:00,2025-05-29 18:28:08
1954-04-13 00:00:00,2025-05-29 18:29:14
1950-09-22 00:00:00,2025-05-29 18:30:49
1940-01-19 00:00:00,2025-05-29 18:31:21
1957-11-03 00:00:00,2025-05-29 18:31:40
1954-04-14 00:00:00,2025-05-29 18:33:31
1943-08-09 00:00:00,2025-05-29 18:33:50
1947-02-28 00:00:00,2025-05-29 18:34:36
1950-09-23 00:00:00,2025-05-29 18:34:37
1940-01-20 00:00:00,2025-05-29 18:34:53
1957-11-04 00:00:00,2025-05-29 18:35:10
1954-04-15 00:00:00,2025-05-29 18:36:12
1950-09-24 00:00:00,2025-05-29 18:37:12
1947-03-01 00:00:00,2025-05-29 18:38:05
1943-08-10 00:00:00,2025-05-29 18:38:07
1954-04-16 00:00:00,2025-05-29 18:40:07
1940-01-21 00:00:00,2025-05-29 18:41:07
1957-11-05 00:00:00,2025-05-29 18:41:17
1950-09-25 00:00:00,2025-05-29 18:41:39
1947-03-02 00:00:00,2025-05-29 18:41:44
1943-08-11 00:00:00,2025-05-29 18:41:56
1954-04-17 00:00:00,2025-05-29 18:42:30
1957-11-06 00:00:00,2025-05-29 18:43:46
1940-01-22 00:00:00,2025-05-29 18:43:47
1950-09-26 00:00:00,2025-05-29 18:44:33
1947-03-03 00:00:00,2025-05-29 18:53:21
1957-11-07 00:00:00,2025-05-29 18:54:49
1954-04-18 00:00:00,2025-05-29 18:55:18
1961-05-12 00:00:00,2025-05-29 18:56:06
1950-09-27 00:00:00,2025-05-29 18:56:47
1947-03-04 00:00:00,2025-05-29 18:56:55
1940-01-23 00:00:00,2025-05-29 18:57:04
1957-11-08 00:00:00,2025-05-29 18:57:27
1954-04-19 00:00:00,2025-05-29 18:57:52
1961-05-13 00:00:00,2025-05-29 18:58:31
1950-09-28 00:00:00,2025-05-29 18:58:37
1947-03-05 00:00:00,2025-05-29 18:59:39
1957-11-09 00:00:00,2025-05-29 19:00:53
1940-01-24 00:00:00,2025-05-29 19:01:24
1954-04-20 00:00:00,2025-05-29 19:01:42
1961-05-14 00:00:00,2025-05-29 19:01:48
1950-09-29 00:00:00,2025-05-29 19:02:59
1947-03-06 00:00:00,2025-05-29 19:03:49
1957-11-10 00:00:00,2025-05-29 19:04:03
1940-01-25 00:00:00,2025-05-29 19:04:21
1954-04-21 00:00:00,2025-05-29 19:06:16
1961-05-15 00:00:00,2025-05-29 19:06:24
1950-09-30 00:00:00,2025-05-29 19:06:25
1947-03-07 00:00:00,2025-05-29 19:07:20
1957-11-11 00:00:00,2025-05-29 19:07:20
1940-01-26 00:00:00,2025-05-29 19:09:07
1954-04-22 00:00:00,2025-05-29 19:10:37
1961-05-16 00:00:00,2025-05-29 19:11:48
1940-01-27 00:00:00,2025-05-29 19:14:58
1947-03-08 00:00:00,2025-05-29 19:15:11
1950-10-01 00:00:00,2025-05-29 19:15:44
1954-04-23 00:00:00,2025-05-29 19:15:53
1957-11-12 00:00:00,2025-05-29 19:15:53
1961-05-17 00:00:00,2025-05-29 19:16:01
1940-01-28 00:00:00,2025-05-29 19:18:26
1947-03-09 00:00:00,2025-05-29 19:18:41
1950-10-02 00:00:00,2025-05-29 19:19:01
1954-04-24 00:00:00,2025-05-29 19:20:25
1957-11-13 00:00:00,2025-05-29 19:20:33
1940-01-29 00:00:00,2025-05-29 19:21:32
1961-05-18 00:00:00,2025-05-29 19:22:19
1947-03-10 00:00:00,2025-05-29 19:23:14
1950-10-03 00:00:00,2025-05-29 19:24:12
1954-04-25 00:00:00,2025-05-29 19:24:22
1940-01-30 00:00:00,2025-05-29 19:24:47
1957-11-14 00:00:00,2025-05-29 19:24:55
1961-05-19 00:00:00,2025-05-29 19:25:19
1947-03-11 00:00:00,2025-05-29 19:26:14
1950-10-04 00:00:00,2025-05-29 19:26:32
1954-04-26 00:00:00,2025-05-29 19:27:29
1940-01-31 00:00:00,2025-05-29 19:29:04
1957-11-15 00:00:00,2025-05-29 19:29:26
1961-05-20 00:00:00,2025-05-29 19:29:37
1947-03-12 00:00:00,2025-05-29 19:31:40
1950-10-05 00:00:00,2025-05-29 19:32:25
1954-04-27 00:00:00,2025-05-29 19:32:50
1940-02-01 00:00:00,2025-05-29 19:33:03
1957-11-16 00:00:00,2025-05-29 19:33:09
1961-05-21 00:00:00,2025-05-29 19:33:21
1947-03-13 00:00:00,2025-05-29 19:33:43
1950-10-06 00:00:00,2025-05-29 19:34:54
1954-04-28 00:00:00,2025-05-29 19:36:13
1940-02-02 00:00:00,2025-05-29 19:37:08
1957-11-17 00:00:00,2025-05-29 19:37:26
1961-05-22 00:00:00,2025-05-29 19:38:06
1947-03-14 00:00:00,2025-05-29 19:38:22
1950-10-07 00:00:00,2025-05-29 19:38:30
1954-04-29 00:00:00,2025-05-29 19:39:23
1940-02-03 00:00:00,2025-05-29 19:40:09
1957-11-18 00:00:00,2025-05-29 19:40:33
1961-05-23 00:00:00,2025-05-29 19:41:07
1947-03-15 00:00:00,2025-05-29 19:41:12
1950-10-08 00:00:00,2025-05-29 19:42:41
1954-04-30 00:00:00,2025-05-29 19:44:28
1940-02-04 00:00:00,2025-05-29 19:45:11
1957-11-19 00:00:00,2025-05-29 19:45:25
1961-05-24 00:00:00,2025-05-29 19:45:42
1947-03-16 00:00:00,2025-05-29 19:46:05
1950-10-09 00:00:00,2025-05-29 19:46:07
1954-05-01 00:00:00,2025-05-29 19:47:10
1957-11-20 00:00:00,2025-05-29 19:47:51
1940-02-05 00:00:00,2025-05-29 19:48:36
1961-05-25 00:00:00,2025-05-29 19:48:49
1947-03-17 00:00:00,2025-05-29 19:49:12
1950-10-10 00:00:00,2025-05-29 19:49:53
1954-05-02 00:00:00,2025-05-29 19:51:21
1940-02-06 00:00:00,2025-05-29 19:51:42
1957-11-21 00:00:00,2025-05-29 19:52:05
1961-05-26 00:00:00,2025-05-29 19:52:46
1947-03-18 00:00:00,2025-05-29 19:53:08
1950-10-11 00:00:00,2025-05-29 19:53:48
1954-05-03 00:00:00,2025-05-29 19:54:21
1940-02-07 00:00:00,2025-05-29 19:54:37
1950-10-12 00:00:00,2025-05-29 19:59:46
1957-11-22 00:00:00,2025-05-29 20:04:02
1940-02-08 00:00:00,2025-05-29 20:04:44
1964-12-02 00:00:00,2025-05-29 20:04:50
1954-05-04 00:00:00,2025-05-29 20:05:03
1950-10-13 00:00:00,2025-05-29 20:05:12
1947-03-19 00:00:00,2025-05-29 20:05:13
1957-11-23 00:00:00,2025-05-29 20:06:15
1940-02-09 00:00:00,2025-05-29 20:07:13
1964-12-03 00:00:00,2025-05-29 20:07:58
1954-05-05 00:00:00,2025-05-29 20:09:31
1947-03-20 00:00:00,2025-05-29 20:09:46
1950-10-14 00:00:00,2025-05-29 20:10:01
1957-11-24 00:00:00,2025-05-29 20:10:46
1940-02-10 00:00:00,2025-05-29 20:10:55
1964-12-04 00:00:00,2025-05-29 20:11:16
1954-05-06 00:00:00,2025-05-29 20:11:29
1947-03-21 00:00:00,2025-05-29 20:12:29
1957-11-25 00:00:00,2025-05-29 20:14:15
1950-10-15 00:00:00,2025-05-29 20:14:44
1940-02-11 00:00:00,2025-05-29 20:14:45
1964-12-05 00:00:00,2025-05-29 20:15:24
1954-05-07 00:00:00,2025-05-29 20:15:28
1947-03-22 00:00:00,2025-05-29 20:16:59
1957-11-26 00:00:00,2025-05-29 20:17:17
1950-10-16 00:00:00,2025-05-29 20:17:34
1964-12-06 00:00:00,2025-05-29 20:19:26
1940-02-12 00:00:00,2025-05-29 20:19:26
1947-03-23 00:00:00,2025-05-29 20:22:10
1954-05-08 00:00:00,2025-05-29 20:22:37
1957-11-27 00:00:00,2025-05-29 20:24:37
1950-10-17 00:00:00,2025-05-29 20:24:52
1940-02-13 00:00:00,2025-05-29 20:26:46
1964-12-07 00:00:00,2025-05-29 20:28:13
1947-03-24 00:00:00,2025-05-29 20:28:55
1957-11-28 00:00:00,2025-05-29 20:29:30
1954-05-09 00:00:00,2025-05-29 20:29:36
1940-02-14 00:00:00,2025-05-29 20:29:47
1950-10-18 00:00:00,2025-05-29 20:29:51
1964-12-08 00:00:00,2025-05-29 20:30:49
1947-03-25 00:00:00,2025-05-29 20:31:23
1957-11-29 00:00:00,2025-05-29 20:31:51
1954-05-10 00:00:00,2025-05-29 20:32:29
1940-02-15 00:00:00,2025-05-29 20:33:36
1964-12-09 00:00:00,2025-05-29 20:34:40
1950-10-19 00:00:00,2025-05-29 20:35:11
1947-03-26 00:00:00,2025-05-29 20:36:53
1957-11-30 00:00:00,2025-05-29 20:37:12
1954-05-11 00:00:00,2025-05-29 20:38:45
1964-12-10 00:00:00,2025-05-29 20:39:44
1940-02-16 00:00:00,2025-05-29 20:40:04
1950-10-20 00:00:00,2025-05-29 20:40:41
1947-03-27 00:00:00,2025-05-29 20:41:07
1957-12-01 00:00:00,2025-05-29 20:41:13
1954-05-12 00:00:00,2025-05-29 20:41:19
1964-12-11 00:00:00,2025-05-29 20:42:55
1940-02-17 00:00:00,2025-05-29 20:42:55
1950-10-21 00:00:00,2025-05-29 20:43:29
1947-03-28 00:00:00,2025-05-29 20:43:44
1957-12-02 00:00:00,2025-05-29 20:44:06
1954-05-13 00:00:00,2025-05-29 20:46:48
1964-12-12 00:00:00,2025-05-29 20:47:02
1940-02-18 00:00:00,2025-05-29 20:48:16
1950-10-22 00:00:00,2025-05-29 20:50:54
1947-03-29 00:00:00,2025-05-29 20:51:15
1957-12-03 00:00:00,2025-05-29 20:51:30
1954-05-14 00:00:00,2025-05-29 20:56:53
1947-03-30 00:00:00,2025-05-29 20:57:01
1957-12-04 00:00:00,2025-05-29 20:57:02
1968-06-24 00:00:00,2025-05-29 20:57:48
1972-01-15 00:00:00,2025-05-29 20:58:25
1975-08-07 00:00:00,2025-05-29 20:59:05
1954-05-15 00:00:00,2025-05-29 20:59:39
1947-03-31 00:00:00,2025-05-29 21:03:30
1957-12-05 00:00:00,2025-05-29 21:04:57
1972-01-16 00:00:00,2025-05-29 21:05:57
1968-06-25 00:00:00,2025-05-29 21:06:11
1975-08-08 00:00:00,2025-05-29 21:06:38
1954-05-16 00:00:00,2025-05-29 21:06:48
1947-04-01 00:00:00,2025-05-29 21:07:02
1957-12-06 00:00:00,2025-05-29 21:07:24
1972-01-17 00:00:00,2025-05-29 21:07:53
1968-06-26 00:00:00,2025-05-29 21:09:21
1975-08-09 00:00:00,2025-05-29 21:09:21
1954-05-17 00:00:00,2025-05-29 21:13:48
1947-04-02 00:00:00,2025-05-29 21:15:07
1957-12-07 00:00:00,2025-05-29 21:15:07
1968-06-27 00:00:00,2025-05-29 21:15:52
1972-01-18 00:00:00,2025-05-29 21:15:52
1975-08-10 00:00:00,2025-05-29 21:16:09
1954-05-18 00:00:00,2025-05-29 21:17:10
1947-04-03 00:00:00,2025-05-29 21:17:46
1957-12-08 00:00:00,2025-05-29 21:18:28
1972-01-19 00:00:00,2025-05-29 21:19:05
1968-06-28 00:00:00,2025-05-29 21:20:30
1975-08-11 00:00:00,2025-05-29 21:20:48
1954-05-19 00:00:00,2025-05-29 21:22:04
1947-04-04 00:00:00,2025-05-29 21:22:50
1957-12-09 00:00:00,2025-05-29 21:24:17
1972-01-20 00:00:00,2025-05-29 21:25:46
1968-06-29 00:00:00,2025-05-29 21:26:18
1975-08-12 00:00:00,2025-05-29 21:26:18
1954-05-20 00:00:00,2025-05-29 21:26:46
1947-04-05 00:00:00,2025-05-29 21:27:03
1957-12-10 00:00:00,2025-05-29 21:27:20
1972-01-21 00:00:00,2025-05-29 21:28:17
1975-08-13 00:00:00,2025-05-29 21:28:55
1968-06-30 00:00:00,2025-05-29 21:29:28
1954-05-21 00:00:00,2025-05-29 21:30:03
1947-04-06 00:00:00,2025-05-29 21:30:41
1957-12-11 00:00:00,2025-05-29 21:32:30
1954-05-22 00:00:00,2025-05-29 21:42:32
1968-07-01 00:00:00,2025-05-29 21:42:32
1947-04-07 00:00:00,2025-05-29 21:42:32
1972-01-22 00:00:00,2025-05-29 21:42:32
1975-08-14 00:00:00,2025-05-29 21:42:32
1979-02-27 00:00:00,2025-05-29 21:44:49
1954-05-23 00:00:00,2025-05-29 21:46:46
1972-01-23 00:00:00,2025-05-29 21:46:47
1947-04-08 00:00:00,2025-05-29 21:47:20
1979-02-28 00:00:00,2025-05-29 21:49:21
1968-07-02 00:00:00,2025-05-29 21:50:05
1975-08-15 00:00:00,2025-05-29 21:50:57
1972-01-24 00:00:00,2025-05-29 21:51:31
1954-05-24 00:00:00,2025-05-29 21:52:13
1947-04-09 00:00:00,2025-05-29 21:52:23
1979-03-01 00:00:00,2025-05-29 21:53:22
1968-07-03 00:00:00,2025-05-29 21:53:37
1975-08-16 00:00:00,2025-05-29 21:53:49
1972-01-25 00:00:00,2025-05-29 21:54:13
1954-05-25 00:00:00,2025-05-29 21:54:35
1947-04-10 00:00:00,2025-05-29 21:55:02
1979-03-02 00:00:00,2025-05-29 21:55:25
1975-08-17 00:00:00,2025-05-29 21:56:41
1968-07-04 00:00:00,2025-05-29 21:57:03
1972-01-26 00:00:00,2025-05-29 21:57:19
1954-05-26 00:00:00,2025-05-29 21:58:08
1947-04-11 00:00:00,2025-05-29 21:59:27
1975-08-18 00:00:00,2025-05-29 22:00:27
1979-03-03 00:00:00,2025-05-29 22:00:45
1968-07-05 00:00:00,2025-05-29 22:01:21
1972-01-27 00:00:00,2025-05-29 22:02:38
1975-08-19 00:00:00,2025-05-29 22:04:42
1954-05-27 00:00:00,2025-05-29 22:05:42
1947-04-12 00:00:00,2025-05-29 22:05:51
1979-03-04 00:00:00,2025-05-29 22:06:05
1968-07-06 00:00:00,2025-05-29 22:06:12
1972-01-28 00:00:00,2025-05-29 22:07:28
1975-08-20 00:00:00,2025-05-29 22:10:28
1954-05-28 00:00:00,2025-05-29 22:10:32
1947-04-13 00:00:00,2025-05-29 22:11:23
1968-07-07 00:00:00,2025-05-29 22:12:24
1972-01-29 00:00:00,2025-05-29 22:12:47
1979-03-05 00:00:00,2025-05-29 22:12:52
1975-08-21 00:00:00,2025-05-29 22:13:32
1954-05-29 00:00:00,2025-05-29 22:15:23
1947-04-14 00:00:00,2025-05-29 22:16:12
1972-01-30 00:00:00,2025-05-29 22:17:08
1968-07-08 00:00:00,2025-05-29 22:17:24
1979-03-06 00:00:00,2025-05-29 22:19:11
1975-08-22 00:00:00,2025-05-29 22:19:20
1954-05-30 00:00:00,2025-05-29 22:20:14
1947-04-15 00:00:00,2025-05-29 22:21:55
1968-07-09 00:00:00,2025-05-29 22:22:13
1972-01-31 00:00:00,2025-05-29 22:22:48
1954-05-31 00:00:00,2025-05-29 22:24:35
1979-03-07 00:00:00,2025-05-29 22:25:04
1975-08-23 00:00:00,2025-05-29 22:25:13
1947-04-16 00:00:00,2025-05-29 22:26:23
1968-07-10 00:00:00,2025-05-29 22:27:02
1972-02-01 00:00:00,2025-05-29 22:27:02
1954-06-01 00:00:00,2025-05-29 22:29:00
1979-03-08 00:00:00,2025-05-29 22:29:21
1947-04-17 00:00:00,2025-05-29 22:30:44
1975-08-24 00:00:00,2025-05-29 22:31:23
1968-07-11 00:00:00,2025-05-29 22:32:15
1954-06-02 00:00:00,2025-05-29 22:32:53
1979-03-09 00:00:00,2025-05-29 22:33:23
1972-02-02 00:00:00,2025-05-29 22:33:36
1947-04-18 00:00:00,2025-05-29 22:33:56
1975-08-25 00:00:00,2025-05-29 22:34:17
1954-06-03 00:00:00,2025-05-29 22:35:02
1968-07-12 00:00:00,2025-05-29 22:35:05
1979-03-10 00:00:00,2025-05-29 22:35:46
1947-04-19 00:00:00,2025-05-29 22:37:08
1972-02-03 00:00:00,2025-05-29 22:37:14
1975-08-26 00:00:00,2025-05-29 22:38:16
1954-06-04 00:00:00,2025-05-29 22:38:55
1968-07-13 00:00:00,2025-05-29 22:40:37
1947-04-20 00:00:00,2025-05-29 22:41:28
1979-03-11 00:00:00,2025-05-29 22:41:40
1975-08-27 00:00:00,2025-05-29 22:43:00
1972-02-04 00:00:00,2025-05-29 22:43:29
1954-06-05 00:00:00,2025-05-29 22:43:33
1947-04-21 00:00:00,2025-05-29 22:44:59
1968-07-14 00:00:00,2025-05-29 22:45:13
1979-03-12 00:00:00,2025-05-29 22:45:27
1975-08-28 00:00:00,2025-05-29 22:45:41
1972-02-05 00:00:00,2025-05-29 22:46:25
1954-06-06 00:00:00,2025-05-29 22:47:41
1947-04-22 00:00:00,2025-05-29 22:48:37
1968-07-15 00:00:00,2025-05-29 22:49:09
1979-03-13 00:00:00,2025-05-29 22:50:28
1972-02-06 00:00:00,2025-05-29 22:51:40
1975-08-29 00:00:00,2025-05-29 22:51:57
1947-04-23 00:00:00,2025-05-29 22:54:19
1954-06-07 00:00:00,2025-05-29 22:54:42
1979-03-14 00:00:00,2025-05-29 22:55:29
1968-07-16 00:00:00,2025-05-29 22:56:03
1972-02-07 00:00:00,2025-05-29 22:56:37
1975-08-30 00:00:00,2025-05-29 22:56:40
1947-04-24 00:00:00,2025-05-29 22:58:03
1979-03-15 00:00:00,2025-05-29 22:58:58
1968-07-17 00:00:00,2025-05-29 22:59:47
1954-06-08 00:00:00,2025-05-29 23:00:42
1972-02-08 00:00:00,2025-05-29 23:01:05
1975-08-31 00:00:00,2025-05-29 23:01:28
1979-03-16 00:00:00,2025-05-29 23:03:21
1947-04-25 00:00:00,2025-05-29 23:05:17
1954-06-09 00:00:00,2025-05-29 23:06:38
1968-07-18 00:00:00,2025-05-29 23:06:38
1972-02-09 00:00:00,2025-05-29 23:07:22
1975-09-01 00:00:00,2025-05-29 23:07:28
1979-03-17 00:00:00,2025-05-29 23:07:35
1947-04-26 00:00:00,2025-05-29 23:08:08
1968-07-19 00:00:00,2025-05-29 23:09:06
1954-06-10 00:00:00,2025-05-29 23:10:16
1972-02-10 00:00:00,2025-05-29 23:11:57
1975-09-02 00:00:00,2025-05-29 23:12:30
1979-03-18 00:00:00,2025-05-29 23:13:49
1947-04-27 00:00:00,2025-05-29 23:14:20
1954-06-11 00:00:00,2025-05-29 23:15:33
1968-07-20 00:00:00,2025-05-29 23:16:10
1972-02-11 00:00:00,2025-05-29 23:16:15
1947-04-28 00:00:00,2025-05-29 23:17:31
1979-03-19 00:00:00,2025-05-29 23:17:41
1975-09-03 00:00:00,2025-05-29 23:18:04
1968-07-21 00:00:00,2025-05-29 23:18:29
1954-06-12 00:00:00,2025-05-29 23:18:57
1972-02-12 00:00:00,2025-05-29 23:19:22
1947-04-29 00:00:00,2025-05-29 23:19:35
1979-03-20 00:00:00,2025-05-29 23:20:05
1975-09-04 00:00:00,2025-05-29 23:20:34
1968-07-22 00:00:00,2025-05-29 23:20:53
1954-06-13 00:00:00,2025-05-29 23:21:15
1972-02-13 00:00:00,2025-05-29 23:22:56
1947-04-30 00:00:00,2025-05-29 23:23:01
1979-03-21 00:00:00,2025-05-29 23:23:22
1975-09-05 00:00:00,2025-05-29 23:23:41
1968-07-23 00:00:00,2025-05-29 23:24:11
1954-06-14 00:00:00,2025-05-29 23:25:14
1972-02-14 00:00:00,2025-05-29 23:25:32
1947-05-01 00:00:00,2025-05-29 23:26:53
1979-03-22 00:00:00,2025-05-29 23:28:04
1975-09-06 00:00:00,2025-05-29 23:28:23
1968-07-24 00:00:00,2025-05-29 23:28:40
1954-06-15 00:00:00,2025-05-29 23:28:55
1972-02-15 00:00:00,2025-05-29 23:29:31
1947-05-02 00:00:00,2025-05-29 23:29:53
1979-03-23 00:00:00,2025-05-29 23:30:32
1975-09-07 00:00:00,2025-05-29 23:30:44
1968-07-25 00:00:00,2025-05-29 23:31:06
1954-06-16 00:00:00,2025-05-29 23:32:21
1972-02-16 00:00:00,2025-05-29 23:32:41
1947-05-03 00:00:00,2025-05-29 23:33:05
1979-03-24 00:00:00,2025-05-29 23:33:32
1975-09-08 00:00:00,2025-05-29 23:34:52
1968-07-26 00:00:00,2025-05-29 23:35:22
1954-06-17 00:00:00,2025-05-29 23:36:12
1972-02-17 00:00:00,2025-05-29 23:36:51
1947-05-04 00:00:00,2025-05-29 23:37:24
1979-03-25 00:00:00,2025-05-29 23:37:34
1975-09-09 00:00:00,2025-05-29 23:38:07
1968-07-27 00:00:00,2025-05-29 23:38:21
1954-06-18 00:00:00,2025-05-29 23:39:05
1972-02-18 00:00:00,2025-05-29 23:39:47
1947-05-05 00:00:00,2025-05-29 23:40:15
1975-09-10 00:00:00,2025-05-29 23:41:05
1979-03-26 00:00:00,2025-05-29 23:41:28
1968-07-28 00:00:00,2025-05-29 23:42:21
1954-06-19 00:00:00,2025-05-29 23:42:35
1972-02-19 00:00:00,2025-05-29 23:43:42
1947-05-06 00:00:00,2025-05-29 23:44:07
1979-03-27 00:00:00,2025-05-29 23:45:31
1975-09-11 00:00:00,2025-05-29 23:45:53
1954-06-20 00:00:00,2025-05-29 23:46:57
1968-07-29 00:00:00,2025-05-29 23:46:59
1947-05-07 00:00:00,2025-05-29 23:47:27
1972-02-20 00:00:00,2025-05-29 23:47:44
1979-03-28 00:00:00,2025-05-29 23:48:10
1975-09-12 00:00:00,2025-05-29 23:48:24
1954-06-21 00:00:00,2025-05-29 23:48:50
1947-05-08 00:00:00,2025-05-29 23:49:59
1968-07-30 00:00:00,2025-05-29 23:50:12
1972-02-21 00:00:00,2025-05-29 23:50:43
1979-03-29 00:00:00,2025-05-29 23:51:05
1975-09-13 00:00:00,2025-05-29 23:52:10
1954-06-22 00:00:00,2025-05-29 23:52:45
1947-05-09 00:00:00,2025-05-29 23:53:41
1968-07-31 00:00:00,2025-05-29 23:54:07
1972-02-22 00:00:00,2025-05-29 23:54:39
1979-03-30 00:00:00,2025-05-29 23:54:59
1975-09-14 00:00:00,2025-05-29 23:55:58
1954-06-23 00:00:00,2025-05-29 23:56:38
1947-05-10 00:00:00,2025-05-29 23:57:03
1972-02-23 00:00:00,2025-05-29 23:57:36
1979-03-31 00:00:00,2025-05-29 23:57:54
1968-08-01 00:00:00,2025-05-29 23:59:36
1975-09-15 00:00:00,2025-05-30 00:00:07
1954-06-24 00:00:00,2025-05-30 00:00:37
1947-05-11 00:00:00,2025-05-30 00:01:01
1972-02-24 00:00:00,2025-05-30 00:01:31
1979-04-01 00:00:00,2025-05-30 00:02:06
1968-08-02 00:00:00,2025-05-30 00:02:32
1975-09-16 00:00:00,2025-05-30 00:03:09
1954-06-25 00:00:00,2025-05-30 00:03:34
1947-05-12 00:00:00,2025-05-30 00:04:29
